SmSphere_Qvals	SmSphere_data	SmSphere_err	SmSphere_sq	SmSphere_qb	SmSphere_fs
0.02737	8.37054561675549	0.0294740282679181	0.001912	0.02739	1
0.02777	8.46943119505137	0.0292643050330219	0.001931	0.02779	1
0.02814	8.24193749182089	0.0290324962731419	0.002725	0.02822	1
0.02817	8.15726946217491	0.0290526315062507	0.001951	0.02819	1
0.02857	8.34476591136966	0.0288390565795178	0.001971	0.02859	1
0.02897	8.11661551425787	0.0286236257675952	0.00199	0.02899	1
0.02937	7.89354181876111	0.0284063758937985	0.00201	0.02939	1
0.02944	8.38995510864078	0.0283341355078984	0.002771	0.02952	1
0.02977	7.76374412831147	0.0281873539963044	0.00203	0.02979	1
0.03017	7.61970006632082	0.0279666037550149	0.00205	0.03019	1
0.03057	8.0750857252599	0.0277497508519263	0.00207	0.03058	1
0.03075	7.64714890264769	0.0276116852731276	0.002819	0.03083	1
0.03097	7.22277718221828	0.0275257169779707	0.00209	0.03098	1
0.03137	7.41580942053944	0.0273000861761807	0.00211	0.03138	1
0.03176	7.52132403543533	0.0270729078427327	0.002131	0.03178	1
0.03206	7.33936767846301	0.0268777000401601	0.002868	0.03213	1
0.03216	7.03974474784675	0.0268442184262954	0.002151	0.03218	1
0.03256	7.37782182824589	0.0266140665794778	0.002171	0.03258	1
0.03296	6.94200502930603	0.0263825058911277	0.002192	0.03298	1
0.03336	6.5700296623854	0.0261495662334042	0.002212	0.03338	1
0.03337	6.59732573667922	0.0261224439345902	0.002918	0.03344	1
0.03376	6.68453267209254	0.025915311220698	0.002233	0.03378	1
0.03416	6.64225626390928	0.0256797660116858	0.002253	0.03418	1
0.03456	6.34161666532038	0.0254429996374208	0.002274	0.03458	1
0.03467	6.40785953612114	0.0253590399427762	0.00297	0.03474	1
0.03496	6.23442993378516	0.025211017929533	0.002295	0.03497	1
0.03536	6.54724222195295	0.0249719542644567	0.002316	0.03537	1
0.03576	6.01742161904135	0.0247317780938917	0.002336	0.03577	1
0.03598	6.1666868626352	0.0245773009594115	0.003022	0.03605	1
0.03616	6.11293607258571	0.0244905697238664	0.002357	0.03617	1
0.03656	5.79466093062813	0.0242483592815061	0.002378	0.03657	1
0.03695	5.61997116640077	0.024005193250043	0.002399	0.03697	1
0.03729	5.46833041360884	0.0237907893018491	0.003075	0.03735	1
0.03735	5.38452720048334	0.0237611181683455	0.00242	0.03737	1
0.03775	5.42110504071563	0.0235161806193453	0.002441	0.03777	1
0.03815	5.6248406278264	0.0232704272185058	0.002462	0.03817	1
0.03855	5.41094969034414	0.0230239046023365	0.002483	0.03857	1
0.0386	5.42065521287931	0.0229890424813319	0.00313	0.03866	1
0.03895	5.05928640636233	0.0227828646947	0.002504	0.03896	1
0.03935	4.97922540453148	0.0225349607786033	0.002525	0.03936	1
0.03975	4.77641953031525	0.0222864596784936	0.002547	0.03976	1
0.0399	4.88738052033829	0.0221858758669976	0.003185	0.03996	1
0.04015	4.99813890605309	0.0220373431727767	0.002568	0.04016	1
0.04055	4.94216127104512	0.0217876894245444	0.002589	0.04056	1
0.0407	4.68605994909731	0.0216854294011263	0.004896	0.04092	1
0.04095	4.64557917518645	0.0215375449595478	0.00261	0.04096	1
0.04121	4.46781476607444	0.0213705597211362	0.003241	0.04127	1
0.04134	4.5464063498813	0.0212869964471258	0.002632	0.04136	1
0.04174	4.46092891369066	0.02103601167548	0.002653	0.04176	1
0.04214	4.32744439368524	0.0207847192188335	0.002675	0.04216	1
0.04252	4.28550315509499	0.0205571909354989	0.003298	0.04257	1
0.04254	4.18566204298336	0.0205393977992402	0.002696	0.04255	1
0.04294	4.10677543088278	0.020287505857124	0.002717	0.04295	1
0.04334	4.1301086882694	0.0200354490486694	0.002739	0.04335	1
0.04374	4.08767462258564	0.0197831764318633	0.00276	0.04375	1
0.04382	3.71958447763707	0.0197348302833628	0.003356	0.04388	1
0.04457	3.74268098577364	0.019300789132582	0.005008	0.04478	1
0.04513	3.61128397250366	0.0189176080621643	0.003414	0.04518	1
0.04644	3.13099235549099	0.018094541391826	0.003473	0.04649	1
0.04774	3.02512544677226	0.0172798211388164	0.003533	0.04779	1
0.04844	2.85116291091806	0.0169211809181688	0.005127	0.04863	1
0.04905	2.71889176335298	0.01646856538642	0.003593	0.04909	1
0.05035	2.56341118751351	0.0156561285224343	0.003654	0.0504	1
0.05166	2.21649073549972	0.0148564886940154	0.003716	0.0517	1
0.05231	2.14582549221061	0.0145797065128198	0.005254	0.05248	1
0.05296	1.9247895606856	0.0140585987838645	0.003778	0.05301	1
0.05427	1.73479689726	0.0132761453120153	0.00384	0.05431	1
0.05557	1.59679926642542	0.0124984879026944	0.003903	0.05562	1
0.05618	1.49221569087602	0.0123075582686016	0.005387	0.05634	1
0.05688	1.44136680047454	0.0117389794838239	0.003967	0.05692	1
0.05818	1.21199485946444	0.0109927465244862	0.004031	0.05822	1
0.05949	1.00250650712322	0.0102553992504369	0.004095	0.05953	1
0.06004	0.987273594493659	0.0101517320738115	0.005526	0.06019	1
0.06079	0.950863787508724	0.00953974982371971	0.00416	0.06083	1
0.0621	0.753488461203563	0.00884109319463903	0.004225	0.06213	1
0.0634	0.678453525380273	0.00815536338092101	0.00429	0.06344	1
0.06391	0.690800529160486	0.00813411770002718	0.005671	0.06405	1
0.0647	0.577680190104293	0.00749459782962526	0.004356	0.06474	1
0.06601	0.46992711700238	0.00685442288194978	0.004422	0.06604	1
0.06731	0.402059520590908	0.00623607476753951	0.004488	0.06734	1
0.06777	0.384937724472152	0.00629750209560816	0.005821	0.0679	1
0.06861	0.327235588283246	0.00563649282424469	0.004555	0.06865	1
0.06991	0.256769225237688	0.00506630767518515	0.004622	0.06995	1
0.07122	0.213333047560364	0.00452240521104763	0.004689	0.07125	1
0.07163	0.207714547346725	0.00467168740138483	0.005975	0.07175	1
0.07252	0.156943281235716	0.00400679537898875	0.004756	0.07255	1
0.07382	0.127318735397721	0.00352230660417413	0.004824	0.07385	1
0.07512	0.0961421994149688	0.00307208213494364	0.004892	0.07515	1
0.07548	0.105768573666151	0.00330707087112688	0.006134	0.0756	1
0.07642	0.0724785760075321	0.00266080121006412	0.00496	0.07645	1
0.07772	0.0540586358363511	0.00229535314968512	0.005029	0.07775	1
0.07903	0.0377521913344725	0.00198421713998961	0.005097	0.07905	1
0.07934	0.0511676973352526	0.00229656829269366	0.006297	0.07945	1
0.08033	0.0299588907080052	0.00173975151089715	0.005166	0.08035	1
0.08163	0.0241689986683875	0.00157404726121876	0.005235	0.08165	1
0.08293	0.0233782060310465	0.00149483964383734	0.005304	0.08295	1
0.08319	0.0313115423028624	0.00180113099812096	0.006463	0.0833	1
0.08423	0.0222573748411423	0.00149855719883946	0.005373	0.08425	1
0.08552	0.0252702729920481	0.00156950685292227	0.005443	0.08555	1
0.08682	0.0282763930797701	0.00168578530717377	0.005512	0.08685	1
0.08704	0.0346430215302296	0.0018611068784645	0.006633	0.08714	1
0.08812	0.0328647555529206	0.00182801094078115	0.005582	0.08815	1
0.08942	0.0383043408973026	0.00198125039100161	0.005652	0.08945	1
0.09072	0.0459351606746485	0.00213431968895572	0.005722	0.09074	1
0.09089	0.0462674233364698	0.00219446484142875	0.006806	0.09099	1
0.09202	0.0509066588670932	0.00228306095353327	0.005792	0.09204	1
0.09331	0.0579306029439336	0.00242212973471423	0.005862	0.09334	1
0.09461	0.067624870712348	0.00254887204428974	0.005933	0.09464	1
0.09473	0.0632640552642118	0.00254214513998121	0.006981	0.09483	1
0.09591	0.0743300144826961	0.00266088349437251	0.006003	0.09593	1
0.0972	0.0760417171030594	0.00275895225326175	0.006074	0.09723	1
0.0985	0.0807688769796928	0.0028411449629751	0.006144	0.09852	1
0.09857	0.0822069121373288	0.00280161527253816	0.00716	0.09866	1
0.0998	0.0805931819658397	0.00290855769219048	0.006215	0.09982	1
0.1011	0.0857534512301511	0.00295986638772589	0.006286	0.1011	1
0.1024	0.0862770609792813	0.00294542733970723	0.00734	0.1025	1
0.1024	0.0863496488653889	0.00294542733970723	0.006357	0.1024	1
0.1037	0.0941330578058604	0.00301954701432368	0.006428	0.1037	1
0.105	0.091374604349086	0.00302784597057147	0.006499	0.105	1
0.1062	0.0884905892872147	0.0029718937389846	0.007523	0.1063	1
0.1063	0.0897306791379429	0.00302253244467399	0.00657	0.1063	1
0.1076	0.0915226469888374	0.00300420220062644	0.006642	0.1076	1
0.1089	0.0871585294181012	0.00297364994674022	0.006713	0.1089	1
0.1101	0.0833585777655209	0.00289071823026618	0.007708	0.1102	1
0.1102	0.0896755719728912	0.00293156015534295	0.006784	0.1102	1
0.1114	0.082761726389732	0.00287866298126877	0.006856	0.1115	1
0.1127	0.0790285693689343	0.00281580021697744	0.006928	0.1128	1
0.1139	0.070701850872809	0.00272197989809926	0.007894	0.114	1
0.114	0.074943000380053	0.0027495030973319	0.006999	0.114	1
0.1153	0.0687311840958464	0.00266981311402434	0.007071	0.1153	1
0.1166	0.06630378483542	0.00258259600113925	0.007143	0.1166	1
0.1177	0.0593260914315138	0.00248400320897844	0.008083	0.1178	1
0.1179	0.0633931455979863	0.00248872518876254	0.007214	0.1179	1
0.1192	0.0558649542874632	0.0023890427169301	0.007286	0.1192	1
0.1205	0.0546559626041818	0.00228445062528344	0.007358	0.1205	1
0.1216	0.046962565248639	0.00219734363017561	0.008272	0.1216	1
0.1218	0.0483752561815135	0.00217584506485445	0.00743	0.1218	1
0.1231	0.0443563460918445	0.00206413684188129	0.007502	0.1231	1
0.1243	0.0373770112606929	0.00195025556963146	0.007574	0.1244	1
0.1254	0.0338868390957491	0.0018836385920378	0.008464	0.1254	1
0.1256	0.0333124965404183	0.00183515596438819	0.007646	0.1257	1
0.1269	0.0306735373224343	0.00172887680711252	0.007718	0.1269	1
0.1282	0.0267835862004787	0.00161429373427111	0.00779	0.1282	1
0.1292	0.0253948940895682	0.00155758792101385	0.008656	0.1293	1
0.1295	0.0224816290495713	0.0015015260620255	0.007862	0.1295	1
0.1308	0.0188739873834023	0.00139174494975861	0.007934	0.1308	1
0.1321	0.0172054176905868	0.00128628804599504	0.008007	0.1321	1
0.133	0.0166726947649473	0.00126305061591368	0.00885	0.1331	1
0.1334	0.0139555131334455	0.00118643275804751	0.008079	0.1334	1
0.1346	0.0122031666097006	0.00109377650414441	0.008151	0.1347	1
0.1359	0.0100331832204121	0.0010165409235774	0.008223	0.1359	1
0.1368	0.0109781493085691	0.00102282608705747	0.009045	0.1369	1
0.1372	0.00849012411983699	0.000942637657903504	0.008296	0.1372	1
0.1385	0.0079605820128163	0.000880907641639021	0.008368	0.1385	1
0.1398	0.00663039965772335	0.000832965257928493	0.00844	0.1398	1
0.1406	0.00781528266889201	0.000871766516720578	0.009241	0.1407	1
0.1411	0.00635557146418216	0.000799918883218976	0.008513	0.1411	1
0.1423	0.00621689135493703	0.000781813055263662	0.008585	0.1424	1
0.1444	0.00715972578971469	0.0008295029630879	0.009437	0.1445	1
0.1482	0.00794805949788187	0.000874967303611176	0.009635	0.1483	1
0.152	0.00942239599521475	0.000958432709815515	0.009833	0.152	1
0.1558	0.0104296586039391	0.0010457438361889	0.01003	0.1558	1
0.1596	0.0122061107326428	0.00111268116952332	0.01023	0.1596	1
0.1633	0.01321847170366	0.00114896880478689	0.01043	0.1634	1
0.1671	0.012612167610369	0.00115154222703733	0.01063	0.1672	1
0.1709	0.0128336387947583	0.0011227114497178	0.01083	0.1709	1
0.1746	0.0115692013183115	0.00106494532210964	0.01104	0.1747	1
0.1784	0.00933230955916737	0.000987106111776176	0.01124	0.1784	1
0.1821	0.00826069859191719	0.000892145087386514	0.01144	0.1822	1
0.1859	0.00614628544450983	0.000793176287897988	0.01164	0.1859	1
0.1896	0.00484693197054711	0.000694535785202506	0.01185	0.1897	1
0.1934	0.00359758445346013	0.000611247305473699	0.01205	0.1934	1
0.1971	0.00304561877192165	0.000549985843399044	0.01225	0.1971	1
0.2008	0.00275487022825903	0.000517035686664302	0.01246	0.2008	1
0.2045	0.00253198197747683	0.000511072122432779	0.01266	0.2046	1
0.2082	0.00265891571188253	0.000525144587495014	0.01286	0.2083	1
0.2119	0.00305353208109181	0.000548166708326962	0.01307	0.212	1
0.2156	0.0031765863405873	0.000570901729098798	0.01327	0.2157	1
0.2193	0.00336376533371871	0.000587194808875032	0.01348	0.2194	1
0.223	0.00339424345763743	0.000593730010008492	0.01368	0.2231	1
0.2267	0.00356773969224659	0.000589348615452707	0.01388	0.2267	1
0.2304	0.00338392706711529	0.000574058219258059	0.01409	0.2304	1
0.234	0.00291777067687421	0.000549380419754957	0.01429	0.2341	1
0.2377	0.00271748400131141	0.000518328712932347	0.0145	0.2377	1
0.2414	0.00242114898935676	0.000482217251596678	0.0147	0.2414	1
0.245	0.00197679954163583	0.000446049336634657	0.0149	0.245	1
0.2486	0.00164721070310148	0.000411306595379106	0.01511	0.2487	1
0.2523	0.00148437575785321	0.000382887511041533	0.01531	0.2523	1
0.2559	0.00133725494818393	0.000362054944312747	0.01551	0.2559	1
0.2595	0.00116601275197925	0.00034940572711204	0.01571	0.2596	1
0.2631	0.00121294540477974	0.000345053676538893	0.01592	0.2632	1
0.2667	0.0012433400987702	0.00034616328737303	0.01612	0.2668	1
0.2703	0.00121830390695037	0.000350149178678263	0.01632	0.2704	1
0.2739	0.00119788932801383	0.000354449336905418	0.01652	0.274	1
0.2775	0.00127121367621021	0.000356980226955828	0.01673	0.2775	1
0.2811	0.00126944639888878	0.000356685669966143	0.01693	0.2811	1
0.2847	0.00127143887430559	0.000352813995460277	0.01713	0.2847	1
0.2882	0.00113834746894114	0.000345544043583349	0.01733	0.2882	1
0.2918	0.00117763359194298	0.00033492485608561	0.01753	0.2918	1
0.2953	0.000994848441077813	0.000322234663849959	0.01773	0.2953	1
0.2988	0.000953381333670076	0.000307779572230847	0.01793	0.2989	1
0.3024	0.000824788129055298	0.000293429198981993	0.01813	0.3024	1
0.3059	0.000791490049715729	0.0002798587243053	0.01833	0.3059	1
0.3094	0.000682395789377708	0.000267975639736011	0.01853	0.3094	1
0.3129	0.000695011525778046	0.000258411656766402	0.01873	0.3129	1
0.3164	0.000640927871743805	0.000251422494999318	0.01893	0.3164	1
0.3199	0.00058269654536588	0.000246823146452056	0.01912	0.3199	1
0.3234	0.00060233090373547	0.000244208810358035	0.01932	0.3234	1
0.3268	0.000609673409814432	0.00024284034325025	0.01952	0.3269	1
0.3303	0.000578016692627993	0.00024199709616325	0.01972	0.3303	1
0.3338	0.00056381362967805	0.000240966154729163	0.01991	0.3338	1
0.3372	0.00057246997528338	0.000239323827087069	0.02011	0.3372	1
0.3406	0.000553761361002537	0.00023667962044648	0.0203	0.3407	1
0.3441	0.000548962968978988	0.000233022526819412	0.0205	0.3441	1
0.3475	0.000496382198109924	0.000228357570692567	0.0207	0.3475	1
0.3509	0.000510207127917115	0.000222872574083184	0.02089	0.3509	1
0.3543	0.000489963875944255	0.000216814839237784	0.02108	0.3543	1
0.3577	0.000453534046990875	0.000210503816576964	0.02128	0.3577	1
0.3611	0.000409274364223201	0.000204278704666807	0.02147	0.3611	1
0.3645	0.000376179458886064	0.000198437412584067	0.02166	0.3645	1
0.3678	0.000389621441815728	0.000193382279411228	0.02186	0.3678	1
0.3712	0.000356691411902688	0.000188905999217459	0.02205	0.3712	1
0.3745	0.000345511191698243	0.000185332629138661	0.02224	0.3745	1
0.3779	0.000333611416305648	0.000182364883361911	0.02243	0.3779	1
0.3812	0.000337346464711831	0.000180056176774699	0.02262	0.3812	1
0.3845	0.000331082742171733	0.000178120821074759	0.02281	0.3845	1
0.3878	0.000307870457544775	0.000176365524727048	0.023	0.3878	1
0.3911	0.000292334788941327	0.000174611042808755	0.02319	0.3911	1
0.3944	0.000296301501388496	0.000172712662291262	0.02338	0.3944	1
0.3977	0.000296274503666924	0.000170572401720931	0.02357	0.3977	1
0.401	0.000268951385698692	0.000168147686134569	0.02375	0.401	1
